ID	NAME	ONEWAY	TYPE
"13481"	Egrit Ct		residential
"13482"	Pearson St		residential
"13483"			motorway_link
"13484"	Legate Ave		residential
"13485"	Veith Pl		residential
"13486"	Harriet Ave		residential
"13487"	Short Pl		residential
"13488"	South Railroad St		residential
"13489"	Burke Ave		residential
"13490"	Mildred Ave		residential
"13491"	Dan St		residential
"13492"	Collyer Ave		residential
"13493"	Lexa Pl		residential
"13494"	S Railroad Ave		residential
"13495"	Bloomfield Ave		residential
"13496"	Chelsea Ave		residential
"13497"	Chester Ave		residential
"13498"	Railroad St		residential
"13499"	Downes Ave		residential
"13500"	Rose Ln		residential
"13501"	Watson Ave		residential
"13502"	Ilyssa Way		residential
"13503"	Leroy St		residential
"13504"	Irvington St		residential
"13505"	Bennett Ave		residential
"13506"	Belle Dr		residential
"13507"	Eugene Pl		residential
"13508"	Rawson Pl		residential
"13509"	Church Ave		residential
"13510"	Linda Ln		residential
"13511"	Emily Ln		residential
"13512"	Forest Ave		residential
"13513"	Ida Ct		residential
"13514"	Edgegrove Ave		residential
"13515"	Towers Ln		residential
"13516"	Western Ave		residential
"13517"	Staten Island Pky		motorway
"13518"	Edgegrove Ave		residential
"13519"	Susanna Ln		residential
"13520"	Arbutus Ave		residential
"13521"	Richmond Ter		residential
"13522"	W Shore Exwy State Route  E		residential
"13523"	Pierre Pl		residential
"13524"	Crown Ct		residential
"13525"	Goethals Rd N		residential
"13526"	Temple Ct		residential
"13527"	Sala Ct		residential
"13528"	Susanna Ln		residential
"13529"	Halpin Ave		residential
"13530"	Edith Ave		residential
"13531"			motorway_link
"13532"	Temple Ct		residential
"13533"			motorway_link
"13534"	Crown Ct		residential
"13535"	Quimby Ave		residential
"13536"	Bland Pl		residential
"13537"	Ionia Ave		residential
"13538"	Deborah Loop		residential
"13539"	Regina Ln		residential
"13540"	Archwood Ave		residential
"13541"	Buffington Ave		residential
"13542"	S Railroad St		residential
"13543"	Christine Ct		residential
"13544"	Albee Ave		residential
"13545"	Sherill Ave		residential
"13546"	Travis Ave		residential
"13547"	Simmons Ln		residential
"13548"	Rensselaer Ave		residential
"13549"	Regina Ln		residential
"13550"	Jamie Ln		residential
"13551"	Aspen Knolls Way		residential
"13552"	Amanda Ct		residential
"13553"	Aspen Knolls Way		residential
"13554"	Simmons Loop		residential
"13555"	Deborah Loop		residential
"13556"	Row Pl		residential
"13557"	Rathbun Ave		residential
"13558"	Simmons Loop		residential
"13559"	Simmons Loop		residential
"13560"	Aspen Knolls Way		residential
"13561"	Bianca Ct		residential
"13562"	Simmons Ln		residential
"13563"	Aspen Knolls Way		residential
"13564"	13rd Ave		residential
"13565"	Wakefield Ave		residential
"13566"	Jamie Ln		residential
"13567"	Evan Pl		residential
"13568"	Aspen Knolls Way		residential
"13569"	Ruggles St		residential
"13570"	Riche Ave		residential
"13571"	Alvine Ave		residential
"13572"	W Shore Exwy State Route  E		residential
"13573"	Ridgeway Ave		residential
"13574"	Swaim Ave		residential
"13575"	Tenafly Pl		residential
"13576"			footway
"13577"	Vernon Ave		residential
"13578"	Gulf Ave		residential
"13579"	Latimer Ave		residential
"13580"	Kenilworth Ave		residential
"13581"	Chelsea St		residential
"13582"	Baron Blvd		residential
"13583"	Benson St		residential
"13584"	Louise St		residential
"13585"	Denise Ct		residential
"13586"	Grantwood Ave		residential
"13587"	Shore Ave		residential
"13588"	Gallant Ct		residential
"13589"	Casper Ave		residential
"13590"			residential
"13591"	Hinton St		residential
"13592"			motorway_link
"13593"	Chatham St		residential
"13594"	Erika Loop		residential
"13595"	Jarvis Ave		residential
"13596"	Chatham St		residential
"13597"			motorway_link
"13598"			motorway_link
"13599"	Detroit Ave		residential
"13600"	Belfield Ave		residential
"13601"	Billings St		residential
"13602"	Oak Ln		residential
"13603"	Tryon Ave		residential
"13604"	Gary St		residential
"13605"	Teleport Dr		residential
"13606"			motorway_link
"13607"	Erika Loop		residential
"13608"	Rockport Ave		residential
"13609"	Winston St		residential
"13610"	Shotwell Ave		residential
"13611"	Journeay Ave		residential
"13612"	Jefferson Blvd		residential
"13613"	Arbutus Way		residential
"13614"	Philip Ave		residential
"13615"	Woodrow Rd		residential
"13616"	Gentile Ct		residential
"13617"	Waring Ave		residential
"13618"	Ibsen Ave		residential
"13619"	Shenandoah Ave		residential
"13620"			motorway_link
"13621"	Hoda Pl		residential
"13622"			motorway_link
"13623"	Community Ln		residential
"13624"	Woehrle Ave		residential
"13625"	Carlton Blvd		residential
"13626"	Deisius St		residential
"13627"	Belfield Ave		residential
"13628"	Smyrna Ave		residential
"13629"	Boylan St		residential
"13630"	Ely Ave		residential
"13631"	Yeomalt Ave		residential
"13632"	Von Braun Ave		residential
"13633"	Heffernan St		residential
"13634"	Annadale Rd		tertiary
"13635"	Jansen St		residential
"13636"	Alexander Ave		residential
"13637"	Tynan St		residential
"13638"	Jarvis Ave		residential
"13639"	Dierauf St		residential
"13640"	Kenmore St		residential
"13641"	Jansen Ct		residential
"13642"	Berry Ave W		residential
"13643"	Loring Ave		residential
"13644"			trunk_link
"13645"	Glen St		residential
"13646"	Staten Island Pky		motorway
"13647"	Ludlow St		residential
"13648"	N Pine Ter		residential
"13649"	Burchard Ct		residential
"13650"	Locust Pl		residential
"13651"	Cottontail Ct		residential
"13652"	Notus Ave		residential
"13653"	Ely Ct		residential
"13654"	Forrestal Ct		residential
"13655"			motorway_link
"13656"	Mc Arthur Ave		residential
"13657"	Vernon Ave		residential
"13658"	Gold Ave		residential
"13659"	Carlton Blvd		residential
"13660"			trunk_link
"13661"	6th		residential
"13662"			residential
"13663"			residential
"13664"			residential
"13665"	Teleport Dr		residential
"13666"	Trout Pl		residential
"13667"	Furman St		residential
"13668"	Ionia Ave		residential
"13669"	E Tenafly Ave E		residential
"13670"	Edward Curry Ave		residential
"13671"			residential
"13672"	End Pl		residential
"13673"	Catherine Pl		residential
"13674"	Omaha St		residential
"13675"	Drumgoole Rd E		residential
"13676"	Carlton Blvd		residential
"13677"	Lamont Ave		residential
"13678"	Staten Island Pky		motorway
"13679"			motorway_link
"13680"	Carlton Blvd		residential
"13681"	Cheryl Ave		residential
"13682"	Meeker Ave		residential
"13683"	Wendy Dr		residential
"13684"	Pine Ter		residential
"13685"	Nicolosi Dr		residential
"13686"	Walker Ct		residential
"13687"	Forrestal Ave		residential
"13688"	Van Allen Ave		residential
"13689"	Wolcott Ave		residential
"13690"	Richmond Pky		trunk
"13691"	Dorval Pl		residential
"13692"	Don Ct		residential
"13693"	Covington Cir		residential
"13694"	Richmond Pky		trunk
"13695"	Community Ln		residential
"13696"			motorway_link
"13697"	Sunfield Ave		residential
"13698"	Forest Ave		tertiary
"13699"	N Railroad St		residential
"13700"	Blue Heron Ct		residential
"13701"	Hillis St		residential
"13702"	Mosely Ave		residential
"13703"	Notus Ave		residential
"13704"			motorway_link
"13705"	Posen St		residential
"13706"	Edgegrove Ave		residential
"13707"	Sneden Ave		residential
"13708"	Token St		residential
"13709"	Sheridan Pl		residential
"13710"	Grantwood Ave		residential
"13711"	Orchard St		residential
"13712"	Lorraine Ave		residential
"13713"	Ladd Ave		residential
"13714"	Allegro St		residential
"13715"	Genesee Ave		residential
"13716"	Summit Pl		residential
"13717"	Crane St		residential
"13718"	Berry Ave		residential
"13719"	Rogers Pl		residential
"13720"	Jeannette Ave		residential
"13721"	Watkins Ave		residential
"13722"	Forest Ave		residential
"13723"	Dorval Ave		residential
"13724"			motorway_link
"13725"	Futurity Pl		residential
"13726"	Nicolosi Loop		residential
"13727"	Booth Ave		residential
"13728"	Don Ct		residential
"13729"	Crossfield Ave		residential
"13730"			motorway_link
"13731"	Lynch St		residential
"13732"	Barclay Ave		residential
"13733"	Posen St		residential
"13734"	Sycamore St		residential
"13735"	Endview St		residential
"13736"	Morrow St		residential
"13737"	Moffett St		residential
"13738"	Leverett Ave		residential
"13739"	Lipsett Ave		residential
"13740"	Marne Ave		residential
"13741"	Filer St		residential
"13742"	South 5th St		residential
"13743"	Fornes Pl		residential
"13744"	Tallman St		residential
"13745"	Ralph Ave		residential
"13746"		yes	trunk_link
"13747"	Monterey Ave		residential
"13748"	Jessica Ct		residential
"13749"	Rye Ave		residential
"13750"	Figurea Ave		residential
"13751"	Fabian St		residential
"13752"	Newton St		residential
"13753"	Rae Ave		residential
"13754"			unclassified
"13755"	Lovelace Ave		residential
"13756"	Laredo Ave		residential
"13757"	Elizabeth Rd		residential
"13758"	Kenwood Ave		residential
"13759"	Katan Ave		residential
"13760"	Barlow Ave		residential
"13761"	Stroud Ave		residential
"13762"	Nicole Loop		residential
"13763"	Scranton Ave		residential
"13764"	Eylandt St		residential
"13765"	Edwin St		residential
"13766"	Adlai Cir		residential
"13767"	Spark Pl		residential
"13768"	Augusta Ave		residential
"13769"	Eagan Ave		residential
"13770"	Petrus Ave		residential
"13771"	Mott St		residential
"13772"	Memphis Ave		residential
"13773"	Lamoka Ave		residential
"13774"	Zephyr Ave		residential
"13775"	Lucy Loop		residential
"13776"	Macon Ave		residential
"13777"	Lucy Loop		residential
"13778"	Pompey Ave		residential
"13779"	Dole St		residential
"13780"		yes	construction
"13781"	Oakdale St		residential
"13782"	Ray St		residential
"13783"		yes	construction
"13784"	Signs Rd		residential
"13785"	Sequine Pl		residential
"13786"	Serrell Ave		residential
"13787"	Seguine Pl		residential
"13788"	Fingal St		residential
"13789"	Challenger Dr		residential
"13790"	Bent St		residential
"13791"	Brandis Ave		residential
"13792"	Jeannette Ave		residential
"13793"	Wilson Ave		residential
"13794"	Challenger Dr		residential
"13795"	Spanish Colony		residential
"13796"	Rochelle Pl		residential
"13797"	Alexandra Ct		residential
"13798"	Brandis Ln		residential
"13799"	Wainwright Ave		residential
"13800"	Jansen St		residential
"13801"	Brandis Ln		residential
"13802"	Perkiomen Ave		residential
"13803"	Winslow Pl		residential
"13804"	Reading Ave		residential
"13805"	Brandis Ln		residential
"13806"	May Pl		residential
"13807"	Van Brunt St		residential
"13808"	Wainwright Ave		residential
"13809"	Weaver St		residential
"13810"	Holdridge Ave		residential
"13811"	Sommer Ave		residential
"13812"	Spanish Ln		residential
"13813"	Shirley Ave		residential
"13814"	Holland Ave		residential
"13815"	Whalley Ave		residential
"13816"	Holland Ave		residential
"13817"	Johnathan Ct		residential
"13818"	Johnathan Ct		residential
"13819"	Benjamin Pl		residential
"13820"	Macormac Pl		residential
"13821"	Sandborn St		residential
"13822"	Arlington Pl		residential
"13823"	Spanish Camp		residential
"13824"	Kathy Ct		residential
"13825"	Spanish Colony		residential
"13826"	Spanish Cmp		residential
"13827"	Spanish Ln		residential
"13828"	Noel St		residential
"13829"	Graham Ave		residential
"13830"	Kinsey Pl		residential
"13831"	Dinsmore St		residential
"13832"	Spanish Colony		residential
"13833"	Tyndale St		residential
"13834"	Sally Ct		residential
"13835"	Federal Pl		residential
"13836"	Vanessa Ln		residential
"13837"	Harold Ave		residential
"13838"	Garfield Ave		residential
"13839"	Pond Way		residential
"13840"	Pond Way		residential
"13841"	Woodcliff Ave		residential
"13842"	Forest St		residential
"13843"	Kinghorn St		residential
"13844"	Paulding Ave		residential
"13845"	Whalley Ave		residential
"13846"	Stuyvesant Ave		residential
"13847"	Sylvia St		residential
"13848"	Andrea Ct		residential
"13849"	Independence Ave		residential
"13850"	Blue Heron Dr		residential
"13851"	Forest Hill Rd		residential
"13852"	Yukon Ave		residential
"13853"	Nostrand Ave		residential
"13854"	Leon St		residential
"13855"	Betty Ct		residential
"13856"	Yukon Ave		residential
"13857"	Belknap St		residential
"13858"	Cable Way		residential
"13859"	Merrill Ave		residential
"13860"	Graham Ave		residential
"13861"	Sideview Ave		residential
"13862"	Dwarf St		residential
"13863"	Gurley Ave		residential
"13864"	Platinum Ave		residential
"13865"	Martineau St		residential
"13866"	Bailey Pl		residential
"13867"	Fancher Pl		residential
"13868"	Pond Way		residential
"13869"	Village Ln		residential
"13870"	Dolson Pl		residential
"13871"	Betty Ct		residential
"13872"	Vanessa Ln		residential
"13873"	Wemple St		residential
"13874"	Fahy Ave		residential
"13875"	Berglund Ave		residential
"13876"	Fieldstone Rd		residential
"13877"			residential
"13878"	Arden Ave		residential
"13879"	Gillard Ave		residential
"13880"	Plank Rd		residential
"13881"			residential
"13882"	Amsterdam Ave		residential
"13883"	Koch Blvd		residential
"13884"	Northfield Ct		residential
"13885"	Lander Ave		residential
"13886"	Dock St		residential
"13887"	Park Dr N		residential
"13888"	Northfield Ave		residential
"13889"	Lilac Ct		residential
"13890"	Ring Rd		residential
"13891"	Northfield Ct		residential
"13892"	4 Ct		residential
"13893"	Lamberts Ln		residential
"13894"	Felton St		residential
"13895"	Commerce St		residential
"13896"	4th Ct		residential
"13897"	Oceanview Ave		residential
"13898"	Leigh Ave		residential
"13899"	Lisa Pl		residential
"13900"	Speedwell Ave		residential
"13901"	Ewing St		residential
"13902"	Bartlett Ave		residential
"13903"	Northfield Ave		residential
"13904"	Seidman Ave		residential
"13905"	Caswell Ln		residential
"13906"	Ring Rd		residential
"13907"	Hirsch Ln		residential
"13908"	Bovanizer St		residential
"13909"	Regal Walk		residential
"13910"	Genesee Ave		residential
"13911"	Gauldy Ave		residential
"13912"	3rd Ct		residential
"13913"	Rivington Ave		residential
"13914"	Chesebrough St		residential
"13915"	Sweetbrook Rd		residential
"13916"	Wolkoff Ln		residential
"13917"	Dock St		residential
"13918"	Star Ct		residential
"13919"	Aye Ct		residential
"13920"	Lisk Ave		residential
"13921"	2nd Ct		residential
"13922"	Dawson Cir		residential
"13923"	Hirsch Ln		residential
"13924"	Mulberry Ave		residential
"13925"	Gabriele Ct		residential
"13926"	Ryan Pl		residential
"13927"	Luna Cir		residential
"13928"	Luna Cir		residential
"13929"	Sleepy Hollow Rd		residential
"13930"	Eltingville Blvd		residential
"13931"	Gary Pl		residential
"13932"	Richmond Hill Rd		residential
"13933"	Richmond Ave		tertiary
"13934"	Arlington Ave		residential
"13935"	Nadal Pl		residential
"13936"	Ross Ln		residential
"13937"	Bowling Green Pl		residential
"13938"	Opp Ct		residential
"13939"	Gabriele Ct		residential
"13940"	Amador St		residential
"13941"	Plymouth Rd		residential
"13942"	Bamberger Ln		residential
"13943"	Rockville Ave		residential
"13944"	Arlene St		residential
"13945"	Bayard St		residential
"13946"	Ravenna St		residential
"13947"	Elson St		residential
"13948"	Mulberry Cir		residential
"13949"	Bartlett Ave		residential
"13950"	Lenzie St		residential
"13951"	Lott Ln		residential
"13952"	Peare Pl		residential
"13953"	Getz Ave		residential
"13954"			residential
"13955"	Regal Walk		footway
"13956"	Sierra Ct		residential
"13957"	Wemple St		residential
"13958"	Kirshon Ave		residential
"13959"			residential
"13960"	Carreau Ave		residential
"13961"	Bee Ct		residential
"13962"	Birch Rd		residential
"13963"	Andrea Pl		residential
"13964"	Oliver Pl		residential
"13965"	Bayview Ter		residential
"13966"	Village Ct		residential
"13967"	Brad Ln		residential
"13968"	Ogden St		residential
"13969"	Cedarwood Ct		residential
"13970"	Netherland Ave		residential
"13971"	Firth Rd		residential
"13972"	Eltingville Blvd		residential
"13973"	Continental Pl		residential
"13974"	Elson St		residential
"13975"	Waimer Pl		residential
"13976"	Carnegie Ave		residential
"13977"	6th		residential
"13978"	Brabant St		residential
"13979"	Ring Rd		residential
"13980"	Spartan Ave		residential
"13981"	Berkley St		residential
"13982"	Si Mall Dr		residential
"13983"	Preston Ave		residential
"13984"	Briarwood Rd		residential
"13985"	Dawson Ct		residential
"13986"	Ridgewood Ave		residential
"13987"			residential
"13988"	Nome Ave		residential
"13989"	Toddy Ave		residential
"13990"	Richmond Ct		residential
"13991"	Eastman St		residential
"13992"	Amsterdam Pl		residential
"13993"	Roman Ave		residential
"13994"	Ada Dr		residential
"13995"	Bleeker Pl		residential
"13996"	Kingsbridge Ave		residential
"13997"	Getz Ave		residential
"13998"	Ring Rd		residential
"13999"	Grandview Ave		residential
"14000"	Richmond Ct		residential
"14001"	Retford Ave		residential
"14002"			motorway_link
"14003"	Farragut Ave		residential
"14004"	Downey Pl		residential
"14005"	Richmond Ct		residential
"14006"	Bennett Pl		residential
"14007"	Leverett Ave		residential
"14008"	Mosely Ave		residential
"14009"	Rascal Ct		residential
"14010"	Grandview Ave		residential
"14011"	Timothy Ct		residential
"14012"	Roxbury St		residential
"14013"	Anderson Pl		residential
"14014"	Regis Dr		residential
"14015"	Davidson St		residential
"14016"	Country Dr S		residential
"14017"	Yale St		residential
"14018"	Timothy Ct		residential
"14019"	Christopher St		residential
"14020"	Cortelyou Ave		residential
"14021"	Cowen Pl		residential
"14022"	Alaska Pl		residential
"14023"	Dawson Cir		residential
"14024"	Ring Rd		residential
"14025"	Country Dr W		residential
"14026"	Steinway Ave		residential
"14027"	Lyndale Ave		residential
"14028"	Rankin St		residential
"14029"			motorway_link
"14030"	E Brandis Ave		residential
"14031"	Harold Ave		residential
"14032"	White Ct		residential
"14033"	Millstone Ct		residential
"14034"	Stratford Ct		residential
"14035"	Jules Dr		residential
"14036"	Stephen Loop		residential
"14037"	Longdale St		residential
"14038"	Post Ln		residential
"14039"	E Macon Ave		residential
"14040"	Jones St		residential
"14041"	Freedom Ave		residential
"14042"	Marsh Ave		residential
"14043"	Lamped Ct		residential
"14044"	Lyndals Ln		residential
"14045"	Clifton St		residential
"14046"	Osborne St		residential
"14047"	Selvin Loop		residential
"14048"	Putnam St		residential
"14049"	Mersereau Ave		residential
"14050"	Country Dr N		residential
"14051"	Si Mall Dr		residential
"14052"	Ring Rd		residential
"14053"	Lyndals Ln		residential
"14054"	Patty Ct		residential
"14055"	Maria Ln		residential
"14056"	Hillman Ave		residential
"14057"	Ovas Ct		residential
"14058"	Elmbank St		residential
"14059"	Mersereau Ave		residential
"14060"	Lamped Loop		residential
"14061"	Shiloh St		residential
"14062"	Frank Ct		residential
"14063"	Stephen Loop		residential
"14064"	Knapp St		residential
"14065"	Windham Loop		residential
"14066"	Rosecliff Rd		residential
"14067"	Jardine Ave		residential
"14068"	Klondike Ave		residential
"14069"	Draper Pl		residential
"14070"	Draper Pl		residential
"14071"	Doe Ct		residential
"14072"	Fahy Ave		residential
"14073"	Mersereau Ave		residential
"14074"	Albert Ct		residential
"14075"	Daffodil Ln		residential
"14076"	Fenway Cir		residential
"14077"	Ridgecrest Ave		residential
"14078"	Old Amboy Rd		residential
"14079"	Country Dr E		residential
"14080"	Bathgate St		residential
"14081"	Frank Ct		residential
"14082"	Jennifer Ct		residential
"14083"	Liss St		residential
"14084"	Gardenia Ln		residential
"14085"			residential
"14086"	Windham Loop		residential
"14087"	Knollwood Ct		residential
"14088"	Gil Ct		residential
"14089"	Radford St		residential
"14090"	Elie Ct		residential
"14091"	Davidson Ct		residential
"14092"	Merrymount St		residential
"14093"	Oban St		residential
"14094"	Agrig Ct		residential
"14095"	Middle Loop Rd		residential
"14096"	Elmwood Park Dr		residential
"14097"	Morgan Ln		residential
"14098"	Andros Ave		residential
"14099"	Armstrong Ave		residential
"14100"	Windham Loop		residential
"14101"	Kathy Pl		residential
"14102"	E Figurea Ave		residential
"14103"	Sandgap St		residential
"14104"	Katan Ave		residential
"14105"	Hales Ave		residential
"14106"	Elson Ct		residential
"14107"	Stanley Cir		residential
"14108"	Gurley Ave		residential
"14109"	Donna Ct		residential
"14110"	Andros Ave		residential
"14111"	Ludwig Ln		residential
"14112"	Amity Pl		residential
"14113"	St Albans Pl		residential
"14114"	Eton Pl		residential
"14115"	Agrig Ct		residential
"14116"	Richmond Ave		residential
"14117"	Woodcrest Rd		residential
"14118"	Vassar St		residential
"14119"	Croft Pl		residential
"14120"	Ludwig Ln		residential
"14121"	May Ave		residential
"14122"	Poi Ct		residential
"14123"	Lamped Loop		residential
"14124"	Danny Ct		residential
"14125"	Saxon Ave		residential
"14126"	Lennon Ct		residential
"14127"	Renee Pl		residential
"14128"	Ocean Driveway		residential
"14129"	Rockland Ave		residential
"14130"	Ashworth Ave		residential
"14131"			residential
"14132"	Lockman Ave		residential
"14133"	Abingdon Ct		residential
"14134"	Coco Ct		residential
"14135"	Coco Ct		residential
"14136"	Samuel Pl		residential
"14137"	Harbor Loop		residential
"14138"	Lockman Loop		residential
"14139"	Devon Loop		residential
"14140"	Lockman Ave		residential
"14141"	Demopolis Ave		residential
"14142"	Danny Ct		residential
"14143"	Abbey Rd		residential
"14144"	Orchard Ln		residential
"14145"	Purdue St		residential
"14146"	E Perkiomen Ave		residential
"14147"	Lokman Pl		footway
"14148"	Lockman Ave		residential
"14149"	Wilcox St		residential
"14150"	Samuel Pl		residential
"14151"	Amy Ct		residential
"14152"	Dublin Pl		residential
"14153"	Canon Dr		residential
"14154"	E Reading Ave		residential
"14155"	Greentree Ln		residential
"14156"			motorway_link
"14157"	Francesca Ln		residential
"14158"	Comstock Ave		residential
"14159"	Benjamin Dr		residential
"14160"	Barlow Ct		residential
"14161"	Westport St		residential
"14162"	Leggett Pl		residential
"14163"	Abingdon Ave		residential
"14164"	Osage Ln		residential
"14165"	Gregory Ln		residential
"14166"	Saybrook St		residential
"14167"	Gadsen Pl		residential
"14168"	Destiny Ct		residential
"14169"	E Stroud Ave		residential
"14170"	Rockne St		residential
"14171"	Rumson Rd		residential
"14172"	Gary Ct		residential
"14173"	Cannon Dr		residential
"14174"	Cannon Dr		residential
"14175"	Arielle Ln		residential
"14176"	Amy Ct		residential
"14177"	Pacific Ave		residential
"14178"	E Scranton Ave		residential
"14179"			residential
"14180"	Seldin Ave		residential
"14181"	Mayberry Promenade		residential
"14182"	Northport Ln		residential
"14183"	Breezy Ct		residential
"14184"	Blueberry Ln		residential
"14185"	Morani St		residential
"14186"	Netherland Ave		residential
"14187"			residential
"14188"	Confederation Pl		residential
"14189"	Continental Pl		residential
"14190"	Orbit Ln		residential
"14191"	Summerfield Pl		residential
"14192"	Leyden Ave		residential
"14193"	Carol Pl		residential
"14194"	Lambert St		residential
"14195"	Orbit Ln		residential
"14196"	Villanova St		residential
"14197"	Ferndale Ave		residential
"14198"	Escanaba Ave		residential
"14199"	E Augusta Ave		residential
"14200"			residential
"14201"	Brookfield Ave		residential
"14202"	Goller Pl		residential
"14203"			residential
"14204"	Northport Ln		residential
"14205"	Cooper Ter		residential
"14206"	Beach Rd		residential
"14207"			motorway_link
"14208"	Journeay St		residential
"14209"	Purdue Ct		residential
"14210"	Leona St		residential
"14211"			motorway_link
"14212"	Rumson Rd		residential
"14213"	King St		residential
"14214"	Westport Ln		residential
"14215"	Arlene Ct		residential
"14216"	Elwood Ave		residential
"14217"	Astor Ave		residential
"14218"	Bruckner Ave		residential
"14219"			residential
"14220"	Doreen Dr		residential
"14221"	Wellington Ct		residential
"14222"	Cooke St		residential
"14223"	Akron St		residential
"14224"	Saybrook St		residential
"14225"	Jupiter Ln		residential
"14226"	Essex Dr		residential
"14227"	Ludwig Ln		residential
"14228"	Old Amboy Rd		residential
"14229"	Gridley Ave		residential
"14230"	Bush Ave		residential
"14231"	Chesterfield Ln		residential
"14232"	Forest Ct		residential
"14233"	Sylvan Pl		residential
"14234"	Robinson Ave		residential
"14235"	Yona Ave		residential
"14236"	Colon Ave		residential
"14237"	Gadsen Pl		residential
"14238"	Park Rd		residential
"14239"	Fern Ave		residential
"14240"	Strawberry Ln		residential
"14241"	Stone Ln		residential
"14242"	Jennifer Pl		residential
"14243"	Grissom Ave		residential
"14244"	Richard Ln		residential
"14245"	Rockland Ave		residential
"14246"	Coonley Ct		residential
"14247"	Crest Loop		residential
"14248"	Heaney Ave		residential
"14249"	Old Mill Rd		residential
"14250"	Bowdoin St		residential
"14251"	Nehring Ave		residential
"14252"	Eleanor Pl		residential
"14253"	Globe Ave		residential
"14254"	Rockland Ave		residential
"14255"	Domain St		residential
"14256"	Daniella Ct		residential
"14257"	Orchard Ln		residential
"14258"			residential
"14259"	Saturn Ln		residential
"14260"	Brunswick St		residential
"14261"	Daniella Ct		residential
"14262"	Ferndale Ct		residential
"14263"	Doane Ave		residential
"14264"	Lundi Ct		residential
"14265"	Copley St		residential
"14266"	Union Ave		residential
"14267"	Walloon St		residential
"14268"			motorway_link
"14269"	Jennifer Pl		residential
"14270"	Union Ct		residential
"14271"	Richard Ln		residential
"14272"	Debbie St		residential
"14273"	Adrianne Ln		residential
"14274"	Wakefield Rd		residential
"14275"	Shepard Ave		residential
"14276"			motorway
"14277"	Spirit Ln		residential
"14278"	Notre Dame Ave		residential
"14279"	Richard Ln		residential
"14280"	Stone Ln		residential
"14281"	Elmwood Ave		residential
"14282"	Bennington St		residential
"14283"	Keating Pl		residential
"14284"	Kelly Blvd		residential
"14285"	Christopher Ln		residential
"14286"	Parkview Loop		residential
"14287"	Parkview Loop		residential
"14288"	Saturn Ln		residential
"14289"	Marisa Ct		residential
"14290"	Juni Ct		residential
"14291"	Elverton Ave		residential
"14292"	Galvaston Loop		residential
"14293"	Croton Pl		residential
"14294"	Hillcrest St		residential
"14295"	Zeck Ct		residential
"14296"	Lenore Ct		residential
"14297"	Marisa Ct		residential
"14298"	Pierpont Pl		residential
"14299"	Mercury Ln		residential
"14300"	Sumner Ave		residential
"14301"	De Hart Ave		residential
"14302"	Hilltop Rd		residential
"14303"	Carpenter Ave		residential
"14304"	Orinoco Pl		residential
"14305"	Glenn Rd		residential
"14306"	Bridgetown St		residential
"14307"	Crocheron Ave		residential
"14308"	Marisa Ct		residential
"14309"	W Caswell Ave		residential
"14310"	Belmar Dr W		residential
"14311"	Fraser St		residential
"14312"	Crocheron Ave		residential
"14313"	Pierpont Pl		residential
"14314"	Maple Pky		residential
"14315"			residential
"14316"	Willow Rd W		residential
"14317"			residential
"14318"	Eric Ln		residential
"14319"	De Ruyter Pl		residential
"14320"	Pemberton Ave		residential
"14321"			motorway_link
"14322"	Mc Veigh Ave		residential
"14323"	Linden Ave		residential
"14324"	Lexington Ln		residential
"14325"			residential
"14326"			residential
"14327"	Cloverdale Ave		residential
"14328"	Ramblewood Ave		residential
"14329"	Venus Ln		residential
"14330"	Claudia Ct		residential
"14331"	Erastina Pl		residential
"14332"	Arkansas Ave		residential
"14333"	Slayton Ave		residential
"14334"	Acacia Ave		residential
"14335"	Giffords Ln		tertiary
"14336"	Woodland Ave		residential
"14337"	Deppe Pl		residential
"14338"	Braisted Ave		residential
"14339"	Van Pelt Ave		residential
"14340"	Daleham St		residential
"14341"	Dorit Ct		residential
"14342"	Madison Ave		residential
"14343"			motorway_link
"14344"	Amy Ln		residential
"14345"		yes	trunk_link
"14346"	Turf Rd		residential
"14347"	Belmar Dr E		residential
"14348"	Elkhart St		residential
"14349"	Venus Ln		residential
"14350"	Dewey Ave		residential
"14351"	Heather Ct		residential
"14352"	Farraday St		residential
"14353"			motorway_link
"14354"	Eric Ln		residential
"14355"	Walker St		tertiary
"14356"	Monahan Ave		residential
"14357"	Van Name Ave		residential
"14358"	Katan Loop		residential
"14359"	Fairfield St		residential
"14360"	Miles Ave		residential
"14361"	Denker Pl		residential
"14362"	Heusden St		residential
"14363"	Netherland Ave		residential
"14364"	Katan Loop		residential
"14365"	Stieg Ave		residential
"14366"	Stepney St		residential
"14367"	Laguna Ln		residential
"14368"	Acacia Ave		residential
"14369"	Armand St		residential
"14370"	Cromer St		residential
"14371"	Holly Ave		residential
"14372"	Beth Pl		residential
"14373"	Margaret St		residential
"14374"	Willowbrook Pky	yes	trunk
"14375"	Madan Ct		residential
"14376"	Hereford St		residential
"14377"	Van Name Ave		residential
"14378"	Michelle Ct		residential
"14379"	Nunzie Ct		residential
"14380"	Golf View Ct		residential
"14381"	Borman Ave		residential
"14382"	Loop Rd		residential
"14383"	C St		residential
"14384"	Michelle Ct		residential
"14385"	B St		residential
"14386"	Willowbrook Pky	yes	trunk
"14387"	Saccheri Ct		residential
"14388"	Turf Ct		residential
"14389"	Sherwood Pl		residential
"14390"	Baltimore St		residential
